Image Name,Label
data_progS24/train_processed/17586.npy,5
data_progS24/train_processed/00449.npy,4
data_progS24/train_processed/02175.npy,1
data_progS24/train_processed/09365.npy,4
data_progS24/train_processed/10908.npy,2
data_progS24/train_processed/12152.npy,2
data_progS24/train_processed/03187.npy,3
data_progS24/train_processed/10351.npy,4
data_progS24/train_processed/10542.npy,1
data_progS24/train_processed/12085.npy,3
data_progS24/train_processed/07476.npy,2
data_progS24/train_processed/21502.npy,2
data_progS24/train_processed/08484.npy,5
data_progS24/train_processed/05837.npy,1
data_progS24/train_processed/10366.npy,4
data_progS24/train_processed/16987.npy,4
data_progS24/train_processed/13836.npy,3
data_progS24/train_processed/14895.npy,2
data_progS24/train_processed/15482.npy,5
data_progS24/train_processed/24162.npy,1
data_progS24/train_processed/01891.npy,1
data_progS24/train_processed/22308.npy,1
data_progS24/train_processed/07712.npy,1
data_progS24/train_processed/14245.npy,2
data_progS24/train_processed/14156.npy,2
data_progS24/train_processed/17581.npy,2
data_progS24/train_processed/08855.npy,1
data_progS24/train_processed/03542.npy,4
data_progS24/train_processed/00745.npy,5
data_progS24/train_processed/14290.npy,2
data_progS24/train_processed/24536.npy,2
data_progS24/train_processed/03648.npy,4
data_progS24/train_processed/03323.npy,2
data_progS24/train_processed/21323.npy,4
data_progS24/train_processed/04904.npy,5
data_progS24/train_processed/04388.npy,2
data_progS24/train_processed/19448.npy,1
data_progS24/train_processed/17161.npy,2
data_progS24/train_processed/14644.npy,1
data_progS24/train_processed/23905.npy,1
data_progS24/train_processed/13705.npy,4
data_progS24/train_processed/24217.npy,3
data_progS24/train_processed/17448.npy,4
data_progS24/train_processed/01024.npy,5
data_progS24/train_processed/17796.npy,3
data_progS24/train_processed/00143.npy,1
data_progS24/train_processed/01659.npy,3
data_progS24/train_processed/04050.npy,1
data_progS24/train_processed/24087.npy,1
data_progS24/train_processed/14146.npy,4
data_progS24/train_processed/10182.npy,1
data_progS24/train_processed/22963.npy,2
data_progS24/train_processed/11407.npy,3
data_progS24/train_processed/07910.npy,5
data_progS24/train_processed/08372.npy,1
data_progS24/train_processed/21141.npy,1
data_progS24/train_processed/24084.npy,1
data_progS24/train_processed/00394.npy,3
data_progS24/train_processed/21083.npy,3
data_progS24/train_processed/18801.npy,2
data_progS24/train_processed/16661.npy,4
data_progS24/train_processed/15052.npy,2
data_progS24/train_processed/04215.npy,1
data_progS24/train_processed/01301.npy,5
data_progS24/train_processed/14506.npy,1
data_progS24/train_processed/11453.npy,5
data_progS24/train_processed/11210.npy,5
data_progS24/train_processed/14587.npy,5
data_progS24/train_processed/16883.npy,5
data_progS24/train_processed/22266.npy,2
data_progS24/train_processed/00998.npy,4
data_progS24/train_processed/03831.npy,2
data_progS24/train_processed/10085.npy,1
data_progS24/train_processed/18856.npy,1
data_progS24/train_processed/03889.npy,3
data_progS24/train_processed/04209.npy,4
data_progS24/train_processed/21637.npy,5
data_progS24/train_processed/15948.npy,5
data_progS24/train_processed/09561.npy,1
data_progS24/train_processed/06905.npy,3
data_progS24/train_processed/13316.npy,4
data_progS24/train_processed/10368.npy,4
data_progS24/train_processed/01368.npy,2
data_progS24/train_processed/05125.npy,4
data_progS24/train_processed/21841.npy,2
data_progS24/train_processed/02916.npy,2
data_progS24/train_processed/01706.npy,2
data_progS24/train_processed/24370.npy,1
data_progS24/train_processed/03955.npy,2
data_progS24/train_processed/15010.npy,1
data_progS24/train_processed/20923.npy,5
data_progS24/train_processed/17671.npy,3
data_progS24/train_processed/22197.npy,1
data_progS24/train_processed/20315.npy,4
data_progS24/train_processed/13378.npy,5
data_progS24/train_processed/17049.npy,2
data_progS24/train_processed/15319.npy,3
data_progS24/train_processed/15996.npy,1
data_progS24/train_processed/23317.npy,3
data_progS24/train_processed/01591.npy,4
data_progS24/train_processed/18354.npy,3
data_progS24/train_processed/21003.npy,2
data_progS24/train_processed/04663.npy,5
data_progS24/train_processed/08780.npy,4
data_progS24/train_processed/17876.npy,3
data_progS24/train_processed/14436.npy,5
data_progS24/train_processed/02712.npy,5
data_progS24/train_processed/23740.npy,5
data_progS24/train_processed/04075.npy,1
data_progS24/train_processed/22329.npy,1
data_progS24/train_processed/20836.npy,3
data_progS24/train_processed/14153.npy,4
data_progS24/train_processed/12011.npy,5
data_progS24/train_processed/14703.npy,4
data_progS24/train_processed/13948.npy,4
data_progS24/train_processed/17171.npy,1
data_progS24/train_processed/07189.npy,3
data_progS24/train_processed/05670.npy,5
data_progS24/train_processed/24002.npy,4
data_progS24/train_processed/12890.npy,4
data_progS24/train_processed/12730.npy,1
data_progS24/train_processed/25065.npy,2
data_progS24/train_processed/02136.npy,1
data_progS24/train_processed/03325.npy,2
data_progS24/train_processed/04751.npy,2
data_progS24/train_processed/21157.npy,4
data_progS24/train_processed/15225.npy,3
data_progS24/train_processed/10708.npy,5
data_progS24/train_processed/19939.npy,5
data_progS24/train_processed/17282.npy,3
data_progS24/train_processed/08362.npy,3
data_progS24/train_processed/21943.npy,4
data_progS24/train_processed/16751.npy,3
data_progS24/train_processed/09028.npy,2
data_progS24/train_processed/03672.npy,2
data_progS24/train_processed/17229.npy,4
data_progS24/train_processed/21244.npy,1
data_progS24/train_processed/22369.npy,1
data_progS24/train_processed/10265.npy,2
data_progS24/train_processed/00234.npy,1
data_progS24/train_processed/04856.npy,1
data_progS24/train_processed/23965.npy,1
data_progS24/train_processed/15840.npy,3
data_progS24/train_processed/02005.npy,2
data_progS24/train_processed/11117.npy,4
data_progS24/train_processed/00474.npy,5
data_progS24/train_processed/21496.npy,4
data_progS24/train_processed/02681.npy,4
data_progS24/train_processed/14849.npy,1
data_progS24/train_processed/21018.npy,1
data_progS24/train_processed/13920.npy,5
data_progS24/train_processed/23640.npy,1
data_progS24/train_processed/18767.npy,1
data_progS24/train_processed/02491.npy,3
data_progS24/train_processed/14511.npy,1
data_progS24/train_processed/24000.npy,2
data_progS24/train_processed/01522.npy,2
data_progS24/train_processed/03224.npy,3
data_progS24/train_processed/04512.npy,1
data_progS24/train_processed/08487.npy,4
data_progS24/train_processed/12160.npy,3
data_progS24/train_processed/06502.npy,1
data_progS24/train_processed/08197.npy,4
data_progS24/train_processed/15055.npy,1
data_progS24/train_processed/06311.npy,1
data_progS24/train_processed/12108.npy,1
data_progS24/train_processed/17563.npy,1
data_progS24/train_processed/07131.npy,2
data_progS24/train_processed/06149.npy,3
data_progS24/train_processed/01130.npy,4
data_progS24/train_processed/05232.npy,2
data_progS24/train_processed/18088.npy,5
data_progS24/train_processed/20209.npy,1
data_progS24/train_processed/19797.npy,1
data_progS24/train_processed/18049.npy,3
data_progS24/train_processed/02033.npy,5
data_progS24/train_processed/24427.npy,3
data_progS24/train_processed/20902.npy,2
data_progS24/train_processed/16127.npy,4
data_progS24/train_processed/06988.npy,3
data_progS24/train_processed/01390.npy,4
data_progS24/train_processed/08569.npy,3
data_progS24/train_processed/13424.npy,2
data_progS24/train_processed/24424.npy,1
data_progS24/train_processed/17948.npy,1
data_progS24/train_processed/23463.npy,4
data_progS24/train_processed/21751.npy,5
data_progS24/train_processed/03341.npy,3
data_progS24/train_processed/13839.npy,4
data_progS24/train_processed/10199.npy,5
data_progS24/train_processed/10405.npy,5
data_progS24/train_processed/19975.npy,2
data_progS24/train_processed/03043.npy,1
data_progS24/train_processed/13522.npy,3
data_progS24/train_processed/00712.npy,2
data_progS24/train_processed/09961.npy,4
data_progS24/train_processed/04298.npy,2
data_progS24/train_processed/07690.npy,3
data_progS24/train_processed/22488.npy,1
data_progS24/train_processed/19157.npy,3
data_progS24/train_processed/07596.npy,5
data_progS24/train_processed/24690.npy,2
data_progS24/train_processed/25002.npy,2
data_progS24/train_processed/23065.npy,3
data_progS24/train_processed/21531.npy,2
data_progS24/train_processed/24877.npy,2
data_progS24/train_processed/04027.npy,4
data_progS24/train_processed/07075.npy,1
data_progS24/train_processed/22128.npy,4
data_progS24/train_processed/23978.npy,1
data_progS24/train_processed/24315.npy,3
data_progS24/train_processed/07568.npy,5
data_progS24/train_processed/14119.npy,5
data_progS24/train_processed/08500.npy,5
data_progS24/train_processed/05699.npy,5
data_progS24/train_processed/10508.npy,2
data_progS24/train_processed/00875.npy,5
data_progS24/train_processed/13644.npy,5
data_progS24/train_processed/11911.npy,2
data_progS24/train_processed/24941.npy,2
data_progS24/train_processed/02316.npy,1
data_progS24/train_processed/08367.npy,1
data_progS24/train_processed/02350.npy,5
data_progS24/train_processed/17897.npy,3
data_progS24/train_processed/01514.npy,3
data_progS24/train_processed/00894.npy,4
data_progS24/train_processed/07244.npy,1
data_progS24/train_processed/20176.npy,5
data_progS24/train_processed/06656.npy,5
data_progS24/train_processed/24997.npy,5
data_progS24/train_processed/07937.npy,5
data_progS24/train_processed/10977.npy,1
data_progS24/train_processed/01264.npy,3
data_progS24/train_processed/06890.npy,1
data_progS24/train_processed/16853.npy,5
data_progS24/train_processed/23999.npy,3
data_progS24/train_processed/22492.npy,5
data_progS24/train_processed/13293.npy,1
data_progS24/train_processed/19456.npy,1
data_progS24/train_processed/24752.npy,3
data_progS24/train_processed/15441.npy,2
data_progS24/train_processed/22302.npy,3
data_progS24/train_processed/18411.npy,5
data_progS24/train_processed/02157.npy,3
data_progS24/train_processed/20046.npy,5
data_progS24/train_processed/14343.npy,5
data_progS24/train_processed/05927.npy,3
data_progS24/train_processed/11677.npy,3
data_progS24/train_processed/00881.npy,3
data_progS24/train_processed/09566.npy,3
data_progS24/train_processed/02891.npy,2
data_progS24/train_processed/15273.npy,3
data_progS24/train_processed/08744.npy,2
data_progS24/train_processed/17257.npy,4
data_progS24/train_processed/11420.npy,3
data_progS24/train_processed/08490.npy,1
data_progS24/train_processed/06189.npy,4
data_progS24/train_processed/05203.npy,2
data_progS24/train_processed/03327.npy,1
data_progS24/train_processed/12485.npy,1
data_progS24/train_processed/11473.npy,5
data_progS24/train_processed/19790.npy,2
data_progS24/train_processed/02499.npy,1
data_progS24/train_processed/21796.npy,1
data_progS24/train_processed/01241.npy,4
data_progS24/train_processed/06031.npy,3
data_progS24/train_processed/13553.npy,2
data_progS24/train_processed/04928.npy,2
data_progS24/train_processed/04254.npy,3
data_progS24/train_processed/23767.npy,2
data_progS24/train_processed/11249.npy,3
data_progS24/train_processed/04040.npy,3
data_progS24/train_processed/09826.npy,3
data_progS24/train_processed/15691.npy,2
data_progS24/train_processed/05493.npy,2
data_progS24/train_processed/02272.npy,3
data_progS24/train_processed/20107.npy,1
data_progS24/train_processed/08061.npy,4
data_progS24/train_processed/20801.npy,3
data_progS24/train_processed/11100.npy,2
data_progS24/train_processed/13880.npy,2
data_progS24/train_processed/07678.npy,2
data_progS24/train_processed/10669.npy,4
data_progS24/train_processed/05313.npy,4
data_progS24/train_processed/22257.npy,5
data_progS24/train_processed/00459.npy,4
data_progS24/train_processed/09990.npy,3
data_progS24/train_processed/21877.npy,5
data_progS24/train_processed/03844.npy,2
data_progS24/train_processed/21034.npy,4
data_progS24/train_processed/19445.npy,3
data_progS24/train_processed/23787.npy,4
data_progS24/train_processed/12024.npy,4
data_progS24/train_processed/02555.npy,1
data_progS24/train_processed/03160.npy,2
data_progS24/train_processed/08638.npy,5
data_progS24/train_processed/18297.npy,3
data_progS24/train_processed/20620.npy,4
data_progS24/train_processed/04260.npy,3
data_progS24/train_processed/14743.npy,3
data_progS24/train_processed/01122.npy,4
data_progS24/train_processed/17729.npy,4
data_progS24/train_processed/01935.npy,1
data_progS24/train_processed/17795.npy,1
data_progS24/train_processed/15454.npy,2
data_progS24/train_processed/05166.npy,4
data_progS24/train_processed/24207.npy,5
data_progS24/train_processed/03166.npy,3
data_progS24/train_processed/07971.npy,3
data_progS24/train_processed/19862.npy,4
data_progS24/train_processed/06246.npy,1
data_progS24/train_processed/10624.npy,5
data_progS24/train_processed/00780.npy,3
data_progS24/train_processed/13927.npy,1
data_progS24/train_processed/02621.npy,5
data_progS24/train_processed/12804.npy,1
data_progS24/train_processed/01213.npy,4
data_progS24/train_processed/19402.npy,5
data_progS24/train_processed/05534.npy,4
data_progS24/train_processed/14817.npy,3
data_progS24/train_processed/11842.npy,4
data_progS24/train_processed/02032.npy,4
data_progS24/train_processed/07337.npy,3
data_progS24/train_processed/16500.npy,2
data_progS24/train_processed/10226.npy,2
data_progS24/train_processed/01310.npy,5
data_progS24/train_processed/07623.npy,2
data_progS24/train_processed/13971.npy,1
data_progS24/train_processed/08774.npy,3
data_progS24/train_processed/02128.npy,4
data_progS24/train_processed/19362.npy,3
data_progS24/train_processed/22362.npy,4
data_progS24/train_processed/04842.npy,3
data_progS24/train_processed/17122.npy,1
data_progS24/train_processed/09318.npy,4
data_progS24/train_processed/24969.npy,3
data_progS24/train_processed/14735.npy,1
data_progS24/train_processed/02454.npy,4
data_progS24/train_processed/18779.npy,3
data_progS24/train_processed/11284.npy,3
data_progS24/train_processed/20007.npy,1
data_progS24/train_processed/16278.npy,3
data_progS24/train_processed/08671.npy,3
data_progS24/train_processed/22065.npy,4
data_progS24/train_processed/05948.npy,4
data_progS24/train_processed/12350.npy,1
data_progS24/train_processed/15977.npy,5
data_progS24/train_processed/19917.npy,2
data_progS24/train_processed/01529.npy,5
data_progS24/train_processed/07388.npy,3
data_progS24/train_processed/07735.npy,3
data_progS24/train_processed/03661.npy,4
data_progS24/train_processed/16246.npy,4
data_progS24/train_processed/00186.npy,1
data_progS24/train_processed/01527.npy,1
data_progS24/train_processed/01034.npy,2
data_progS24/train_processed/22734.npy,2
data_progS24/train_processed/08783.npy,4
data_progS24/train_processed/01596.npy,2
data_progS24/train_processed/21377.npy,2
data_progS24/train_processed/20171.npy,1
data_progS24/train_processed/21509.npy,5
data_progS24/train_processed/04410.npy,3
data_progS24/train_processed/11691.npy,4
data_progS24/train_processed/23085.npy,4
data_progS24/train_processed/18488.npy,3
data_progS24/train_processed/07197.npy,4
data_progS24/train_processed/07100.npy,1
data_progS24/train_processed/03444.npy,5
data_progS24/train_processed/24335.npy,2
data_progS24/train_processed/24667.npy,1
data_progS24/train_processed/13762.npy,5
data_progS24/train_processed/01559.npy,3
data_progS24/train_processed/04235.npy,2
data_progS24/train_processed/06059.npy,5
data_progS24/train_processed/15370.npy,1
data_progS24/train_processed/12520.npy,1
data_progS24/train_processed/08092.npy,1
data_progS24/train_processed/22050.npy,1
data_progS24/train_processed/01112.npy,4
data_progS24/train_processed/18981.npy,4
data_progS24/train_processed/09059.npy,4
data_progS24/train_processed/06277.npy,4
data_progS24/train_processed/04150.npy,5
data_progS24/train_processed/16669.npy,1
data_progS24/train_processed/20174.npy,2
data_progS24/train_processed/19613.npy,5
data_progS24/train_processed/03266.npy,2
data_progS24/train_processed/07813.npy,3
data_progS24/train_processed/05778.npy,4
data_progS24/train_processed/10370.npy,3
data_progS24/train_processed/11507.npy,1
data_progS24/train_processed/07138.npy,1
data_progS24/train_processed/07109.npy,1
data_progS24/train_processed/04394.npy,3
data_progS24/train_processed/05596.npy,5
data_progS24/train_processed/16955.npy,3
data_progS24/train_processed/21547.npy,5
data_progS24/train_processed/14864.npy,4
data_progS24/train_processed/20342.npy,5
data_progS24/train_processed/02265.npy,1
data_progS24/train_processed/11515.npy,4
data_progS24/train_processed/10363.npy,4
data_progS24/train_processed/00067.npy,1
data_progS24/train_processed/14574.npy,1
data_progS24/train_processed/11419.npy,5
data_progS24/train_processed/16184.npy,1
data_progS24/train_processed/08468.npy,1
data_progS24/train_processed/20772.npy,5
data_progS24/train_processed/16830.npy,5
data_progS24/train_processed/21909.npy,2
data_progS24/train_processed/19561.npy,1
data_progS24/train_processed/13396.npy,5
data_progS24/train_processed/02493.npy,1
data_progS24/train_processed/14102.npy,1
data_progS24/train_processed/18901.npy,4
data_progS24/train_processed/24930.npy,3
data_progS24/train_processed/13788.npy,2
data_progS24/train_processed/21409.npy,3
data_progS24/train_processed/05246.npy,5
data_progS24/train_processed/11618.npy,5
data_progS24/train_processed/03734.npy,2
data_progS24/train_processed/09463.npy,1
data_progS24/train_processed/18514.npy,5
data_progS24/train_processed/14783.npy,4
data_progS24/train_processed/02173.npy,5
data_progS24/train_processed/08660.npy,4
data_progS24/train_processed/07108.npy,1
data_progS24/train_processed/09610.npy,4
data_progS24/train_processed/18956.npy,1
data_progS24/train_processed/24929.npy,5
data_progS24/train_processed/20516.npy,4
data_progS24/train_processed/15181.npy,4
data_progS24/train_processed/20635.npy,1
data_progS24/train_processed/15434.npy,1
data_progS24/train_processed/18004.npy,4
data_progS24/train_processed/09371.npy,4
data_progS24/train_processed/16004.npy,5
data_progS24/train_processed/22184.npy,3
data_progS24/train_processed/06552.npy,2
data_progS24/train_processed/09237.npy,1
data_progS24/train_processed/12700.npy,2
data_progS24/train_processed/16436.npy,5
data_progS24/train_processed/20020.npy,3
data_progS24/train_processed/10460.npy,1
data_progS24/train_processed/19801.npy,5
data_progS24/train_processed/07102.npy,5
data_progS24/train_processed/10744.npy,1
data_progS24/train_processed/04783.npy,1
data_progS24/train_processed/11567.npy,1
data_progS24/train_processed/21762.npy,5
data_progS24/train_processed/07880.npy,5
data_progS24/train_processed/07298.npy,5
data_progS24/train_processed/11580.npy,3
data_progS24/train_processed/25067.npy,3
data_progS24/train_processed/05353.npy,3
data_progS24/train_processed/24268.npy,3
data_progS24/train_processed/17089.npy,5
data_progS24/train_processed/21873.npy,3
data_progS24/train_processed/08485.npy,4
data_progS24/train_processed/06157.npy,4
data_progS24/train_processed/20156.npy,4
data_progS24/train_processed/03581.npy,1
data_progS24/train_processed/05193.npy,2
data_progS24/train_processed/01115.npy,3
data_progS24/train_processed/10671.npy,3
data_progS24/train_processed/14623.npy,5
data_progS24/train_processed/09818.npy,1
data_progS24/train_processed/02020.npy,3
data_progS24/train_processed/12134.npy,1
data_progS24/train_processed/09239.npy,2
data_progS24/train_processed/16038.npy,3
data_progS24/train_processed/21475.npy,1
data_progS24/train_processed/22303.npy,1
data_progS24/train_processed/12826.npy,5
data_progS24/train_processed/03401.npy,1
data_progS24/train_processed/14510.npy,1
data_progS24/train_processed/09110.npy,2
data_progS24/train_processed/22008.npy,1
data_progS24/train_processed/02828.npy,5
data_progS24/train_processed/05368.npy,4
data_progS24/train_processed/22591.npy,4
data_progS24/train_processed/07963.npy,1
data_progS24/train_processed/18609.npy,1
data_progS24/train_processed/24658.npy,4
data_progS24/train_processed/06107.npy,2
data_progS24/train_processed/06273.npy,5
data_progS24/train_processed/19140.npy,4
data_progS24/train_processed/19550.npy,5
data_progS24/train_processed/09760.npy,5
data_progS24/train_processed/13770.npy,5
data_progS24/train_processed/16058.npy,1
data_progS24/train_processed/22760.npy,3
data_progS24/train_processed/18360.npy,2
data_progS24/train_processed/08717.npy,3
data_progS24/train_processed/07716.npy,2
data_progS24/train_processed/24014.npy,4
data_progS24/train_processed/10401.npy,5
data_progS24/train_processed/06341.npy,5
data_progS24/train_processed/22928.npy,3
data_progS24/train_processed/11991.npy,3
data_progS24/train_processed/08511.npy,3
data_progS24/train_processed/06461.npy,1
data_progS24/train_processed/02312.npy,5
data_progS24/train_processed/05358.npy,2
data_progS24/train_processed/23724.npy,2
data_progS24/train_processed/06722.npy,5
data_progS24/train_processed/06196.npy,1
data_progS24/train_processed/13208.npy,4
data_progS24/train_processed/18656.npy,4
data_progS24/train_processed/21384.npy,1
data_progS24/train_processed/16454.npy,2
data_progS24/train_processed/22412.npy,2
data_progS24/train_processed/24627.npy,5
data_progS24/train_processed/14516.npy,2
data_progS24/train_processed/00414.npy,2
data_progS24/train_processed/19328.npy,1
data_progS24/train_processed/22289.npy,5
data_progS24/train_processed/21362.npy,4
data_progS24/train_processed/22276.npy,4
data_progS24/train_processed/24284.npy,1
data_progS24/train_processed/02983.npy,3
data_progS24/train_processed/10105.npy,1
data_progS24/train_processed/08093.npy,1
data_progS24/train_processed/06718.npy,1
data_progS24/train_processed/05686.npy,1
data_progS24/train_processed/17960.npy,1
data_progS24/train_processed/01815.npy,5
data_progS24/train_processed/06053.npy,1
data_progS24/train_processed/08752.npy,2
data_progS24/train_processed/06620.npy,1
data_progS24/train_processed/01093.npy,1
data_progS24/train_processed/00479.npy,1
data_progS24/train_processed/13232.npy,5
data_progS24/train_processed/00940.npy,5
data_progS24/train_processed/24749.npy,2
data_progS24/train_processed/19828.npy,4
data_progS24/train_processed/24276.npy,5
data_progS24/train_processed/02190.npy,4
data_progS24/train_processed/19037.npy,1
data_progS24/train_processed/08761.npy,2
data_progS24/train_processed/21356.npy,2
data_progS24/train_processed/15291.npy,3
data_progS24/train_processed/24902.npy,5
data_progS24/train_processed/19145.npy,2
data_progS24/train_processed/00422.npy,1
data_progS24/train_processed/24689.npy,2
data_progS24/train_processed/04634.npy,1
data_progS24/train_processed/13731.npy,4
data_progS24/train_processed/08584.npy,1
data_progS24/train_processed/20192.npy,2
data_progS24/train_processed/10829.npy,3
data_progS24/train_processed/16460.npy,1
data_progS24/train_processed/12481.npy,1
data_progS24/train_processed/18551.npy,2
data_progS24/train_processed/22080.npy,2
data_progS24/train_processed/17019.npy,3
data_progS24/train_processed/03536.npy,4
data_progS24/train_processed/22882.npy,4
data_progS24/train_processed/00540.npy,5
data_progS24/train_processed/24173.npy,4
data_progS24/train_processed/15706.npy,1
data_progS24/train_processed/19430.npy,5
data_progS24/train_processed/16840.npy,4
data_progS24/train_processed/24551.npy,1
data_progS24/train_processed/05135.npy,2
data_progS24/train_processed/02473.npy,1
data_progS24/train_processed/19846.npy,3
data_progS24/train_processed/05206.npy,3
data_progS24/train_processed/15712.npy,2
data_progS24/train_processed/23406.npy,3
data_progS24/train_processed/17392.npy,5
data_progS24/train_processed/13455.npy,3
data_progS24/train_processed/11388.npy,4
data_progS24/train_processed/23128.npy,2
data_progS24/train_processed/21507.npy,2
data_progS24/train_processed/16473.npy,4
data_progS24/train_processed/22401.npy,1
data_progS24/train_processed/12763.npy,3
data_progS24/train_processed/04470.npy,5
data_progS24/train_processed/17116.npy,1
data_progS24/train_processed/07243.npy,2
data_progS24/train_processed/04340.npy,3
data_progS24/train_processed/08080.npy,2
data_progS24/train_processed/11652.npy,4
data_progS24/train_processed/02649.npy,3
data_progS24/train_processed/20699.npy,2
data_progS24/train_processed/03780.npy,1
data_progS24/train_processed/12997.npy,3
data_progS24/train_processed/00375.npy,4
data_progS24/train_processed/12411.npy,1
data_progS24/train_processed/07925.npy,5
data_progS24/train_processed/12936.npy,1
data_progS24/train_processed/15254.npy,2
data_progS24/train_processed/12728.npy,5
data_progS24/train_processed/07226.npy,2
data_progS24/train_processed/08469.npy,1
data_progS24/train_processed/09988.npy,3
data_progS24/train_processed/13324.npy,5
data_progS24/train_processed/17951.npy,5
data_progS24/train_processed/09149.npy,1
data_progS24/train_processed/04860.npy,4
data_progS24/train_processed/17668.npy,3
data_progS24/train_processed/14185.npy,2
data_progS24/train_processed/10740.npy,5
data_progS24/train_processed/22521.npy,3
data_progS24/train_processed/03134.npy,4
data_progS24/train_processed/06875.npy,1
data_progS24/train_processed/03439.npy,2
data_progS24/train_processed/19553.npy,3
data_progS24/train_processed/19719.npy,3
data_progS24/train_processed/09522.npy,5
data_progS24/train_processed/14354.npy,3
data_progS24/train_processed/24083.npy,3
data_progS24/train_processed/17127.npy,3
data_progS24/train_processed/01747.npy,5
data_progS24/train_processed/02016.npy,5
data_progS24/train_processed/14439.npy,2
data_progS24/train_processed/21252.npy,5
data_progS24/train_processed/07092.npy,4
data_progS24/train_processed/07122.npy,4
data_progS24/train_processed/17665.npy,3
data_progS24/train_processed/02243.npy,4
data_progS24/train_processed/04229.npy,2
data_progS24/train_processed/06858.npy,3
data_progS24/train_processed/13204.npy,2
data_progS24/train_processed/02118.npy,4
data_progS24/train_processed/21882.npy,2
